student_id,age,gender,study_hours_per_day,uses_ai,ai_usage_time_minutes,last_exam_score,assignment_scores_avg,final_score
1867,15,Male,3.7,1,42,96,54.2,67.6
1868,21,Female,5.9,1,150,59,82.4,50.3
1869,18,Female,6.0,1,149,53,49.5,38.2
1870,14,Female,5.3,0,174,75,59.0,62.8
1871,16,Male,4.7,0,54,30,91.3,59.6
1872,23,Female,2.6,0,10,59,61.4,65.6
1873,21,Male,4.6,0,54,32,91.9,50.0
1874,17,Male,5.8,1,153,43,68.4,52.9
1875,20,Other,0.6,0,128,53,48.5,45.7
1876,23,Female,3.5,0,148,27,64.0,33.3
1877,15,Female,1.7,0,7,26,36.2,34.1
1878,20,Male,3.6,1,147,81,63.5,73.9
1879,18,Male,3.1,1,172,65,85.1,58.3
1880,18,Male,3.7,1,80,90,34.8,67.4
1881,19,Female,3.5,0,78,32,46.3,30.5
1882,22,Female,5.8,1,64,21,59.6,40.3
1883,19,Female,3.5,0,59,21,83.0,46.7
1884,21,Female,5.2,0,94,48,82.6,46.6
1885,20,Male,2.3,1,55,77,92.1,69.8
1886,22,Male,2.9,1,127,21,40.2,36.0
1887,17,Male,3.1,0,121,78,40.9,56.0
1888,15,Male,2.0,1,30,72,76.8,73.0
1889,20,Male,2.6,0,84,87,42.6,51.0
1890,19,Female,3.8,1,86,80,59.0,70.5
1891,14,Male,3.7,1,125,68,67.8,72.4
1892,24,Female,4.0,0,80,65,48.0,52.4
1893,22,Male,2.4,1,21,91,78.4,76.7
1894,22,Other,2.2,1,55,78,90.1,76.6
1895,15,Female,3.9,1,85,67,30.9,55.4
1896,16,Female,1.2,1,122,28,50.2,55.1
1897,18,Male,1.9,1,110,37,79.9,55.1
1898,18,Female,0.7,1,7,69,49.3,55.0
1899,14,Female,0.9,0,61,94,66.6,73.2
1900,21,Male,1.8,1,77,46,83.0,50.1
1901,21,Male,0.6,1,151,51,54.1,51.7
1902,17,Male,1.8,0,21,85,85.1,77.1
1903,20,Female,4.1,1,14,85,87.1,77.6
1904,24,Female,0.8,1,155,41,99.4,71.5
1905,23,Female,2.9,1,149,43,60.3,54.2
1906,16,Male,5.5,1,30,94,63.3,69.6
1907,19,Male,4.9,1,86,32,84.8,64.9
1908,23,Female,2.2,1,68,34,90.8,56.9
1909,23,Male,5.6,0,108,68,65.4,60.6
1910,22,Female,2.3,0,166,36,31.5,38.5
1911,14,Female,0.9,0,80,58,62.1,50.3
1912,18,Male,6.0,1,39,92,45.8,47.4
1913,17,Female,5.3,0,68,23,36.8,26.8
1914,21,Male,3.1,0,70,76,53.7,56.8
1915,24,Female,4.2,1,63,34,57.4,47.9
1916,14,Male,4.2,1,7,62,98.7,79.9
1917,22,Female,1.6,1,70,50,61.9,43.2
1918,19,Male,1.6,1,85,25,97.7,57.9
1919,17,Male,3.1,1,43,78,81.3,67.2
1920,22,Female,5.5,0,37,84,47.7,70.8
1921,24,Male,0.6,0,116,49,79.1,54.9
1922,18,Female,4.8,1,148,77,58.2,70.8
1923,18,Male,0.8,1,3,75,70.5,76.6
1924,18,Female,3.1,0,159,88,66.3,72.2
1925,14,Male,4.0,1,54,55,95.2,66.7
1926,14,Female,4.3,1,92,65,39.1,36.0
1927,21,Male,0.8,1,58,93,61.1,53.1
1928,21,Male,2.8,1,93,20,35.7,26.9
1929,19,Male,3.7,1,66,31,47.8,45.8
1930,24,Female,0.9,1,4,86,35.4,58.4
1931,17,Male,1.2,1,82,29,95.7,52.3
1932,15,Female,4.2,1,71,20,52.0,49.3
1933,15,Female,3.4,1,126,38,84.7,54.3
1934,22,Male,1.4,1,36,74,82.4,69.7
1935,18,Female,3.4,0,26,68,39.8,57.3
1936,17,Male,5.5,1,12,74,39.9,56.2
1937,23,Male,0.6,1,133,87,56.5,62.5
1938,14,Female,4.0,0,64,60,69.8,55.5
1939,20,Female,0.9,0,157,74,59.9,63.8
1940,16,Female,0.5,0,179,93,83.8,66.3
1941,19,Male,1.3,0,40,93,67.5,72.5
1942,18,Male,2.8,1,14,98,91.7,71.4
1943,18,Male,4.9,0,132,88,71.5,65.5
1944,24,Female,2.0,0,14,62,71.5,62.1
1945,18,Female,3.9,1,0,76,76.2,76.7
1946,14,Female,2.8,1,14,67,72.2,65.1
1947,14,Male,1.8,0,47,69,72.8,69.5
1948,16,Male,3.3,0,71,88,61.5,64.6
1949,23,Male,4.9,1,116,27,36.3,33.6
1950,17,Male,5.1,1,26,75,55.8,64.3
1951,18,Male,5.2,1,157,45,83.8,70.8
1952,15,Female,2.4,0,59,42,32.7,45.7
1953,21,Female,4.9,0,65,60,78.3,64.6
1954,24,Female,1.7,0,173,78,98.7,72.0
1955,24,Male,4.6,0,51,37,60.5,46.2
1956,15,Male,5.7,1,80,90,44.9,68.5
1957,22,Female,0.6,1,34,90,31.6,62.9
1958,15,Male,2.9,1,120,27,89.8,35.8
1959,22,Female,4.1,1,41,77,40.3,72.5
1960,20,Female,4.4,1,44,36,33.0,34.4
1961,21,Male,1.5,1,51,70,64.0,55.6
1962,24,Female,5.8,1,150,52,56.7,60.1
1963,15,Male,3.9,0,156,49,97.2,69.2
1964,20,Female,1.4,1,28,85,62.4,65.9
1965,19,Female,0.6,1,56,79,88.5,74.4
1966,17,Male,4.8,1,18,65,95.2,57.7
1967,20,Male,0.9,1,7,41,42.9,37.1
1968,17,Female,1.3,1,177,51,54.2,42.8
1969,15,Female,3.7,1,134,44,94.6,67.2
1970,23,Male,3.8,1,138,27,68.9,53.9
1971,20,Female,4.3,1,65,82,52.6,66.0
1972,21,Male,2.7,0,82,48,66.4,50.1
1973,15,Male,4.8,1,155,59,81.2,66.4
1974,18,Male,5.9,1,27,64,73.3,52.2
1975,14,Male,2.0,1,88,21,95.4,38.3
1976,20,Male,4.4,1,74,68,97.4,67.6
1977,21,Other,5.6,1,39,50,79.8,60.0
1978,19,Male,4.3,1,129,87,76.5,63.9
1979,18,Male,4.2,1,75,28,30.9,25.5
1980,19,Male,1.7,0,75,29,84.9,54.7
1981,15,Female,3.4,1,113,70,65.0,54.9
1982,14,Female,3.6,0,152,89,91.2,65.7
1983,20,Male,4.4,1,94,63,95.3,69.5
1984,20,Male,6.0,0,53,45,55.8,46.5
1985,23,Male,0.7,1,144,94,93.4,89.7
1986,24,Male,0.9,1,175,98,76.2,67.1
1987,23,Male,0.9,1,139,97,60.0,72.8
1988,15,Male,4.6,1,1,40,33.6,23.7
1989,15,Male,1.2,1,79,49,82.0,52.2
1990,14,Female,3.9,0,64,90,92.5,72.7
1991,23,Male,2.3,1,51,34,70.8,45.3
1992,21,Female,3.0,0,33,99,58.2,79.0
1993,21,Female,1.7,1,44,78,61.6,62.3
1994,14,Female,5.3,0,128,89,79.6,67.2
1995,24,Male,3.7,1,99,39,43.9,55.3
1996,21,Male,5.7,1,51,88,44.3,51.9
1997,22,Male,3.7,1,66,72,54.3,67.0
1998,17,Female,1.2,1,97,94,32.1,53.3
1999,14,Male,1.4,1,75,21,76.8,42.0
2000,14,Female,5.9,0,55,49,61.4,57.0
2001,16,Female,4.5,1,108,27,92.6,59.9
2002,18,Male,0.8,0,49,59,75.3,47.6
2003,18,Female,4.4,0,100,27,79.3,51.0
2004,22,Male,2.8,1,118,36,77.0,66.0
2005,23,Male,2.2,0,152,49,59.3,39.1
2006,15,Male,1.3,0,139,20,95.3,46.5
2007,15,Male,5.1,1,114,88,94.0,73.5
2008,19,Female,0.9,1,72,83,63.8,81.7
2009,22,Male,2.1,0,55,99,84.6,86.6
2010,14,Male,2.2,0,49,55,99.0,54.4
2011,22,Female,1.4,0,155,98,53.2,76.5
2012,22,Female,3.3,1,2,68,73.7,72.4
2013,22,Male,0.6,1,165,96,69.9,68.9
2014,18,Female,2.2,1,63,43,67.9,37.4
2015,22,Female,5.6,0,53,23,95.3,41.7
2016,24,Male,2.2,1,35,96,38.9,67.4
2017,17,Male,2.5,1,171,81,66.1,64.9
2018,15,Male,3.1,1,43,28,31.8,44.5
2019,19,Female,3.6,1,118,45,51.6,38.5
2020,17,Female,4.9,0,92,66,77.3,67.9
2021,19,Female,1.5,0,140,35,84.6,62.0
2022,16,Female,5.3,1,171,56,89.8,61.5
2023,19,Male,4.7,0,131,89,35.4,50.7
2024,15,Male,4.5,0,69,30,42.9,37.9
2025,15,Male,1.0,1,178,21,58.1,48.3
2026,22,Female,0.6,1,101,42,56.7,40.7
2027,20,Female,3.8,1,10,66,47.8,43.9
2028,16,Male,5.2,0,109,81,95.6,70.7
2029,24,Female,3.7,1,60,95,67.4,70.7
2030,14,Male,1.7,0,167,58,76.0,60.4
2031,21,Male,1.0,1,131,25,82.5,52.6
2032,19,Male,4.3,0,154,55,68.1,53.1
2033,20,Male,4.5,1,15,81,88.4,79.3
2034,22,Male,1.4,0,6,79,98.9,69.9
2035,18,Male,0.7,0,10,98,57.4,51.9
2036,14,Male,2.7,1,63,55,75.1,53.3
2037,23,Male,3.7,1,179,96,52.2,64.7
2038,20,Female,4.4,1,127,91,34.8,64.7
2039,18,Male,5.0,1,5,50,31.9,35.5
2040,16,Other,3.9,1,119,59,46.3,51.5
2041,22,Male,1.1,0,47,79,41.4,48.4
2042,14,Male,4.3,0,68,32,80.6,53.7
2043,14,Male,5.9,1,120,56,62.4,56.5
2044,14,Male,5.5,0,5,80,67.8,69.0
2045,16,Female,5.3,0,84,37,35.7,25.4
2046,19,Male,2.2,0,109,37,31.4,30.4
2047,23,Female,4.6,1,27,53,60.5,46.2
2048,24,Female,5.2,0,108,73,47.9,56.9
2049,16,Female,4.2,0,132,50,73.5,56.1
2050,21,Female,1.9,1,80,98,65.8,61.1
2051,23,Female,5.7,1,100,56,88.0,71.4
2052,15,Male,3.0,1,57,87,88.7,71.1
2053,22,Female,1.2,1,23,91,67.6,73.9
2054,16,Male,1.1,0,158,77,93.5,71.6
2055,18,Male,4.1,1,168,72,95.3,61.5
2056,23,Male,2.9,0,67,81,47.1,62.0
2057,21,Female,1.0,1,106,98,98.4,88.4
2058,15,Female,4.6,1,173,26,99.0,40.2
2059,19,Male,4.9,1,9,50,34.5,35.8
2060,18,Female,4.5,1,164,59,30.2,37.1
2061,23,Male,1.6,0,148,97,34.1,59.1
2062,22,Male,4.3,1,20,69,54.5,50.5
2063,18,Male,0.6,1,123,99,86.6,88.4
2064,15,Male,2.2,1,112,28,65.3,56.2
2065,18,Male,2.7,0,96,84,50.7,64.6
2066,17,Female,5.1,1,137,44,33.9,33.4
2067,24,Female,2.6,0,81,27,57.7,21.1
2068,20,Male,0.6,1,96,58,32.5,46.6
2069,19,Female,2.4,1,92,51,42.1,44.3
2070,15,Female,3.2,0,94,27,91.5,42.0
2071,24,Female,5.7,1,23,32,83.3,58.6
2072,24,Female,5.7,1,123,86,99.7,81.7
2073,18,Male,1.5,0,139,85,92.6,74.4
2074,20,Female,1.5,0,147,47,89.9,54.4
2075,24,Female,1.4,1,135,23,42.2,35.9
2076,20,Male,4.8,1,77,42,75.4,53.3
2077,18,Male,0.5,1,132,53,72.0,66.2
2078,22,Female,1.2,0,53,74,94.3,63.7
2079,17,Male,3.5,0,35,90,84.7,83.1
2080,24,Other,1.9,1,111,77,84.2,67.3
2081,16,Male,1.0,1,165,92,52.7,65.9
2082,17,Female,2.5,0,130,38,38.7,36.9
2083,18,Male,2.0,1,163,28,55.8,36.4
2084,19,Female,3.3,0,21,42,44.6,46.7
2085,16,Female,5.9,1,7,94,80.9,72.8
2086,15,Male,1.2,1,125,32,62.2,37.5
2087,17,Female,2.5,0,77,50,46.3,46.0
2088,18,Male,5.6,0,6,91,76.1,69.9
2089,17,Male,5.3,0,67,38,34.8,41.5
2090,24,Male,2.7,0,61,24,94.2,59.8
2091,16,Female,4.3,0,146,58,70.5,60.7
2092,21,Male,1.0,1,106,33,62.3,23.3
2093,23,Male,4.4,0,174,41,47.4,37.7
2094,17,Male,5.9,1,23,41,68.4,43.2
2095,15,Female,3.5,1,133,24,50.1,42.2
2096,15,Female,3.2,1,135,81,57.6,63.1
2097,14,Male,1.5,1,152,71,92.2,71.0
2098,17,Male,4.0,0,88,99,43.6,51.9
2099,23,Female,3.7,1,106,58,54.4,37.3
2100,22,Male,4.1,0,40,45,75.9,44.1
2101,24,Female,0.6,1,109,99,80.7,75.5
2102,20,Female,3.5,0,130,75,38.0,44.1
2103,23,Female,3.8,1,8,31,95.5,60.1
2104,20,Male,1.6,1,179,99,31.9,62.5
2105,20,Female,1.6,1,81,68,34.7,42.4
2106,21,Female,2.0,0,176,31,83.3,59.0
2107,14,Female,4.4,0,93,24,84.0,37.0
2108,23,Male,3.8,1,132,70,76.6,68.4
2109,23,Male,5.2,0,115,23,66.5,48.1
2110,21,Male,2.1,0,159,44,50.2,51.1
2111,17,Female,5.5,1,26,43,88.8,44.4
2112,17,Female,4.6,1,151,75,78.9,56.5
2113,17,Male,2.7,1,165,38,97.8,64.8
2114,19,Male,1.0,1,143,42,61.8,53.8
2115,20,Male,1.9,1,142,96,62.9,79.7
2116,19,Female,5.8,0,24,65,85.4,63.5
2117,14,Female,2.2,1,3,37,99.5,52.1
2118,21,Male,2.3,1,31,80,92.7,71.8
2119,23,Male,1.5,1,172,90,50.8,78.4
2120,24,Male,4.9,0,34,64,96.8,57.7
2121,20,Female,2.0,1,29,65,43.9,40.1
2122,19,Female,2.3,1,102,36,59.5,45.5
2123,19,Female,2.8,0,111,34,92.1,60.5
2124,18,Male,2.9,1,48,92,51.9,60.9
2125,19,Female,2.8,0,93,53,54.7,61.5
2126,22,Male,3.3,1,82,27,99.6,54.5
2127,23,Female,5.0,0,179,69,61.6,49.7
2128,22,Male,5.0,1,129,30,96.3,58.4
2129,23,Female,4.9,1,164,61,49.2,52.2
2130,21,Female,1.1,1,28,62,65.1,52.7
2131,23,Female,4.9,1,157,54,56.8,64.3
2132,22,Female,1.2,0,117,78,69.5,64.6
2133,23,Male,1.2,1,21,31,92.9,56.6
2134,21,Male,5.7,1,101,92,99.4,91.5
2135,21,Female,5.0,0,18,31,65.1,58.7
2136,14,Male,3.5,1,66,47,42.3,47.7
2137,23,Male,5.3,1,85,65,33.5,56.4
2138,24,Male,5.9,1,17,59,41.2,41.1
2139,18,Female,3.9,1,108,48,82.3,62.0
2140,17,Male,3.9,1,112,89,71.6,77.8
2141,15,Male,4.6,0,132,35,82.4,50.5
2142,21,Male,1.8,1,138,65,96.8,71.1
2143,16,Male,1.4,1,57,84,79.5,67.7
2144,17,Female,4.7,0,17,48,84.4,65.8
2145,20,Other,2.4,1,71,71,59.9,72.3
2146,23,Female,1.2,1,92,59,65.8,43.6
2147,22,Male,2.2,1,149,25,87.6,49.6
2148,15,Female,2.5,0,55,46,74.7,62.0
2149,16,Female,5.8,1,22,56,67.5,50.2
2150,17,Male,4.3,1,15,41,45.5,32.0
2151,23,Female,3.4,1,43,26,72.2,38.5
2152,14,Female,5.8,0,71,20,50.4,35.0
2153,20,Female,5.5,1,13,96,71.3,70.1
2154,15,Female,3.3,1,136,67,62.5,67.9
2155,18,Male,5.5,1,74,70,37.1,39.5
2156,14,Male,2.7,1,107,33,90.0,71.2
2157,16,Female,1.8,1,143,98,70.7,79.6
2158,15,Male,1.8,1,140,31,93.2,56.2
2159,14,Male,4.1,0,35,68,94.9,68.0
2160,20,Female,3.3,1,43,60,66.2,64.1
2161,18,Female,4.1,1,99,87,77.5,93.5
2162,14,Male,4.3,0,80,21,92.7,35.1
2163,19,Female,0.6,1,13,81,77.6,86.1
2164,18,Female,0.8,1,92,76,47.1,65.0
2165,16,Female,3.4,1,16,33,48.1,33.1
2166,20,Male,1.6,0,96,63,59.3,58.3
2167,24,Male,4.0,1,125,85,32.6,51.4
2168,23,Male,3.5,0,53,94,56.0,68.5
2169,22,Male,3.7,0,125,56,40.0,47.4
2170,22,Male,2.2,0,129,97,87.9,62.2
2171,22,Male,4.0,0,144,66,84.8,72.0
2172,15,Male,5.1,0,22,80,42.3,55.5
2173,16,Female,6.0,1,128,46,49.9,42.0
2174,20,Male,5.1,1,11,68,69.9,55.0
2175,18,Female,3.6,1,140,79,47.5,54.9
2176,15,Female,1.6,1,11,89,33.9,57.5
2177,16,Male,4.2,1,56,90,83.6,65.9
2178,23,Female,5.7,0,85,64,36.4,52.7
2179,19,Female,1.7,1,17,20,77.4,50.6
2180,20,Male,1.9,1,102,32,40.5,28.4
2181,22,Female,1.3,1,82,57,30.5,49.5
2182,14,Male,4.6,0,93,36,69.4,57.2
2183,24,Female,2.7,0,142,57,49.9,56.4
2184,20,Male,0.8,1,166,20,39.1,18.3
2185,21,Female,5.3,1,77,20,77.9,48.1
2186,16,Male,3.6,0,72,49,75.1,52.9
2187,17,Female,2.3,1,160,96,58.8,60.0
2188,23,Male,2.4,0,175,26,36.2,32.4
2189,19,Female,2.1,1,132,39,62.6,49.3
2190,23,Female,3.0,0,87,63,37.3,42.1
2191,20,Male,2.4,0,7,92,99.6,72.6
2192,17,Female,3.5,0,146,32,46.4,47.1
2193,21,Male,4.8,1,179,58,30.2,42.5
2194,18,Female,4.2,0,11,39,45.4,45.6
2195,14,Female,2.1,1,71,24,73.4,50.6
2196,17,Female,3.4,1,135,71,98.4,68.9
2197,16,Female,5.1,0,54,44,66.8,53.6
2198,22,Male,0.9,1,121,31,61.2,44.5
2199,21,Male,0.9,0,92,75,99.5,78.2
2200,14,Male,3.6,1,161,20,41.5,35.8
2201,24,Female,4.0,0,81,91,43.8,48.1
2202,19,Male,1.7,0,46,68,56.6,56.3
2203,22,Female,4.6,1,107,86,82.3,65.7
2204,20,Female,4.1,0,34,41,51.2,45.3
2205,17,Male,5.6,1,159,50,62.9,63.5
2206,14,Female,1.4,1,178,20,95.8,49.0
2207,15,Male,4.6,1,105,46,91.1,48.7
2208,18,Male,1.0,1,133,21,96.3,53.2
2209,24,Female,3.6,1,136,20,41.7,25.9
2210,18,Male,3.5,1,39,61,63.7,49.4
2211,21,Male,2.6,1,175,27,79.9,47.9
2212,19,Female,5.1,0,95,54,81.3,55.7
2213,21,Male,0.5,1,153,54,68.5,50.9
2214,15,Other,3.4,1,81,26,87.5,37.9
2215,16,Other,1.7,1,36,42,33.0,41.1
2216,19,Male,4.6,0,179,42,43.8,29.6
2217,23,Male,0.7,0,139,65,53.0,63.1
2218,16,Female,5.1,0,165,38,81.0,48.3
2219,19,Male,5.1,1,15,98,93.1,81.7
2220,19,Male,5.1,0,23,91,67.0,68.3
2221,15,Female,1.3,1,144,32,79.6,56.7
2222,20,Male,4.0,1,114,69,71.6,74.2
2223,15,Female,0.6,0,94,50,94.7,50.3
2224,19,Male,5.2,1,3,90,93.0,88.6
2225,14,Male,4.5,1,49,57,86.6,62.1
2226,16,Male,3.4,0,107,76,49.6,45.1
2227,15,Other,4.5,1,101,27,56.1,46.5
2228,20,Female,1.0,1,130,33,59.2,44.4
2229,17,Female,3.4,1,7,70,30.3,56.1
2230,21,Male,2.1,1,11,28,46.2,33.7
2231,19,Male,5.8,1,162,32,80.0,51.9
2232,23,Male,5.2,0,65,95,68.1,63.8
2233,17,Female,4.5,1,92,85,97.0,65.3
2234,18,Female,5.6,0,160,57,32.0,55.5
2235,22,Female,2.4,1,113,40,56.5,46.2
2236,20,Male,5.5,0,17,48,79.5,56.8
2237,23,Female,2.3,0,103,69,39.4,47.6
2238,22,Male,4.5,0,85,83,65.0,72.4
2239,20,Other,4.6,1,92,28,31.1,35.7
2240,14,Male,0.6,1,44,34,42.6,33.4
2241,21,Female,2.5,1,142,72,95.7,76.7
2242,17,Male,0.6,0,142,72,72.0,54.2
2243,16,Male,6.0,1,44,90,83.1,84.1
2244,20,Female,1.2,0,99,22,37.2,40.0
2245,16,Male,3.5,0,61,41,46.4,32.8
2246,21,Male,4.8,1,83,58,43.4,46.1
2247,19,Female,1.6,1,171,96,49.2,71.1
2248,18,Female,3.2,0,19,28,48.1,47.2
2249,17,Female,3.8,1,166,53,69.4,62.6
2250,21,Male,1.4,1,38,31,79.4,41.2
2251,21,Female,4.8,1,128,53,68.4,55.9
2252,14,Female,2.1,0,107,64,50.9,54.3
2253,22,Male,1.7,1,66,69,78.6,62.2
2254,18,Female,3.6,0,46,47,68.6,52.4
2255,17,Male,2.8,0,117,58,74.7,49.7
2256,19,Male,5.6,0,53,22,44.8,37.8
2257,19,Male,5.3,1,147,66,97.2,70.5
2258,15,Male,3.2,0,136,31,52.9,46.4
2259,21,Female,2.5,1,94,62,55.9,58.3
2260,20,Female,2.3,0,27,96,67.8,63.5
2261,14,Female,2.0,1,63,86,33.5,50.6
2262,18,Female,3.5,1,34,37,43.4,42.1
2263,19,Male,4.9,0,39,29,86.9,40.9
2264,17,Female,2.2,1,124,23,85.6,52.5
2265,15,Female,1.5,0,101,31,39.9,23.3
2266,17,Male,3.1,1,1,72,71.3,56.3
2267,14,Female,0.9,1,130,70,34.6,52.7
2268,20,Other,4.4,1,13,35,35.2,38.9
2269,15,Female,3.4,1,98,36,86.0,48.7
2270,15,Female,3.2,1,67,45,62.9,52.9
2271,22,Male,2.2,0,46,21,94.9,54.9
2272,18,Male,5.5,1,93,48,63.5,70.6
2273,15,Male,1.0,1,50,66,86.5,82.8
2274,24,Female,5.3,0,47,30,74.7,48.4
2275,22,Female,2.6,0,154,53,60.1,50.8
2276,22,Other,5.3,1,76,90,68.8,71.1
2277,14,Male,4.5,1,124,48,95.4,55.6
2278,24,Male,1.1,0,112,68,35.3,48.9
2279,16,Female,5.1,0,176,35,67.1,58.6
2280,17,Female,4.3,1,151,94,33.6,46.2
2281,20,Male,0.7,1,9,33,68.9,54.0
2282,23,Female,1.2,0,134,32,72.5,47.7
2283,17,Female,4.0,1,115,54,86.5,71.0
2284,15,Female,4.1,1,16,71,85.9,54.7
2285,20,Female,4.6,1,21,44,30.7,40.2
2286,19,Male,4.5,1,58,78,35.0,55.7
2287,16,Other,4.1,0,43,95,77.9,67.1
2288,19,Female,4.7,1,10,87,42.8,68.8
2289,24,Male,3.7,0,41,61,67.0,64.0
2290,19,Male,1.9,0,22,67,46.2,36.2
2291,18,Female,5.5,0,117,64,88.4,65.4
2292,17,Male,0.6,0,61,91,77.7,70.7
2293,23,Male,2.5,1,110,91,60.5,63.9
2294,14,Female,4.5,1,53,48,45.7,54.7
2295,23,Male,2.8,0,81,22,76.2,54.8
2296,19,Female,0.6,0,118,40,54.6,47.1
2297,15,Male,0.9,1,108,50,71.2,56.4
2298,16,Female,4.1,0,111,32,76.8,40.8
2299,21,Male,5.8,0,12,67,39.6,53.2
2300,23,Male,3.5,1,67,43,33.4,52.3
2301,19,Male,3.3,1,106,21,64.5,33.8
2302,16,Female,2.3,1,26,22,41.1,41.9
2303,20,Female,1.9,1,114,45,36.3,46.1
2304,17,Male,0.6,0,167,21,36.2,34.8
2305,22,Female,2.0,1,73,52,79.1,55.3
2306,18,Female,3.0,0,91,53,93.4,67.3
2307,16,Other,1.6,0,84,57,95.2,64.2
2308,15,Male,1.0,1,115,97,95.5,73.2
2309,24,Female,4.4,1,74,39,77.0,62.1
2310,15,Male,5.4,0,83,29,94.8,67.0
2311,16,Male,5.7,0,82,52,39.2,66.2
2312,15,Other,3.9,1,137,64,72.1,61.3
2313,17,Female,0.8,1,14,79,83.2,72.4
2314,15,Male,4.6,1,44,85,96.0,60.1
2315,23,Male,1.1,1,81,80,53.0,62.3
2316,22,Female,4.2,1,6,70,70.9,61.6
2317,15,Female,4.8,1,157,31,58.2,46.1
2318,22,Male,4.5,1,77,99,67.7,82.7
2319,19,Female,5.7,0,29,28,65.2,44.5
2320,14,Male,4.6,0,117,30,89.5,68.3
2321,17,Male,4.3,1,154,40,87.7,56.0
2322,14,Female,1.9,0,48,95,57.6,69.4
2323,19,Male,5.6,0,100,87,49.7,73.6
2324,17,Male,1.5,1,175,45,89.6,41.4
2325,16,Female,5.5,0,168,82,96.8,62.2
2326,16,Female,2.2,1,80,38,31.3,39.1
2327,22,Male,1.2,0,29,36,65.1,57.4
2328,19,Female,5.0,1,2,63,84.0,76.2
2329,22,Female,0.5,1,36,80,99.0,70.6
2330,18,Male,5.1,1,29,20,67.1,33.5
2331,15,Female,1.9,1,53,91,80.3,61.6
2332,21,Male,5.4,1,112,77,95.3,72.4
2333,18,Male,4.3,1,85,60,56.3,67.2
2334,15,Female,4.2,1,99,43,91.9,53.0
2335,17,Other,2.5,1,84,62,48.6,59.5
2336,22,Male,0.8,1,134,28,80.8,53.9
2337,17,Male,5.1,0,7,85,96.9,85.6
2338,17,Female,1.4,1,85,51,75.4,49.9
2339,15,Male,2.5,1,62,60,56.3,56.9
2340,19,Male,3.8,1,157,30,35.5,44.8
2341,24,Male,3.2,1,92,84,44.0,52.2
2342,15,Female,1.6,1,137,37,81.0,46.2
2343,20,Male,1.3,0,48,27,99.3,60.3
2344,16,Male,1.2,1,120,46,89.5,61.2
2345,16,Female,5.2,1,38,28,85.4,58.9
2346,18,Female,0.7,1,33,21,31.3,26.9
2347,16,Female,5.9,1,101,94,81.4,64.9
2348,15,Male,1.6,1,9,65,87.9,76.1
2349,23,Female,1.1,1,8,89,52.7,61.6
2350,22,Male,3.7,0,95,24,100.0,59.3
2351,15,Male,0.9,1,132,31,32.5,38.2
2352,24,Female,3.8,1,162,63,57.4,57.7
2353,15,Male,5.2,1,138,61,44.9,52.9
2354,21,Male,0.8,1,41,49,98.1,54.2
2355,22,Male,4.9,1,79,71,77.0,68.8
2356,20,Male,2.7,1,90,66,59.2,59.4
2357,16,Male,1.4,0,147,55,98.1,61.0
2358,22,Other,1.5,0,178,89,34.3,60.4
2359,16,Male,5.6,1,0,51,45.4,48.2
2360,18,Male,1.1,1,10,63,59.6,69.8
2361,22,Male,5.3,1,60,35,38.7,46.3
2362,16,Female,3.5,1,78,90,99.8,76.7
2363,20,Female,0.7,0,166,36,70.1,63.9
2364,14,Male,3.1,1,103,51,41.3,32.2
2365,17,Female,5.0,1,47,33,47.4,50.6
2366,17,Male,4.5,0,81,45,57.7,42.1
2367,20,Male,3.2,1,27,92,80.8,68.1
2368,21,Male,5.2,1,88,32,51.3,34.2
2369,14,Male,1.2,1,74,31,50.9,39.8
2370,18,Male,5.5,0,79,64,73.8,69.8
2371,20,Female,5.2,1,35,35,33.2,47.0
2372,17,Male,4.4,0,86,71,79.8,74.8
2373,17,Female,5.0,1,69,40,68.3,41.3
2374,17,Male,3.5,0,106,43,60.4,38.4
2375,19,Male,4.2,1,105,62,57.5,50.0
2376,20,Male,3.6,0,69,24,45.5,35.2
2377,15,Female,2.5,1,9,52,46.8,36.7
2378,18,Male,3.6,0,4,50,65.0,54.7
2379,17,Female,1.9,1,27,28,43.9,35.0
2380,16,Male,2.9,1,58,54,69.7,56.5
2381,20,Male,2.0,1,136,27,75.5,52.5
2382,24,Male,1.2,1,166,94,62.0,61.6
2383,19,Male,2.3,1,91,36,37.5,42.0
2384,20,Male,5.2,1,61,99,95.6,83.2
2385,18,Male,2.6,0,88,39,88.3,46.4
2386,19,Female,4.6,1,106,97,96.7,79.4
2387,18,Male,1.5,0,37,41,55.8,55.0
2388,20,Female,2.8,1,151,73,32.3,40.6
2389,15,Male,1.1,1,120,90,60.5,75.3
2390,24,Female,1.3,1,170,94,62.6,70.8
2391,18,Female,3.9,0,109,96,79.5,78.1
2392,19,Male,3.8,1,143,94,81.4,78.4
2393,19,Male,1.7,1,65,87,59.7,60.4
2394,18,Female,3.1,0,65,99,98.4,77.2
2395,23,Female,5.2,0,45,50,37.9,49.8
2396,20,Male,1.5,1,148,32,93.2,70.0
2397,23,Male,0.6,1,59,48,83.9,39.8
2398,21,Female,4.1,1,137,98,67.3,74.3
2399,20,Male,0.8,1,145,29,83.4,59.2
2400,18,Female,5.9,1,89,52,82.8,56.5
2401,14,Male,3.9,1,168,34,41.7,33.3
2402,18,Male,3.1,1,163,96,67.3,75.3
